timeline_time,event_time,event_offset_minutes,timeline_window_role,core_physics_window_state,direction_offset_deg,distance_band,point_count,coarse_low_cloud_valid_count,coarse_low_cloud_mean_pct,coarse_low_cloud_max_pct,coarse_low_cloud_nonzero_point_count,native_time_matched_point_count,native_low_cloud_geometry_point_count,coarse_nonzero_native_no_column_point_count,coarse_nonzero_native_unmatched_point_count,visibility_min_m,relative_humidity_2m_max_pct,precipitation_max,diagnostic_status,diagnostic_role,tau_synthesis_allowed,formation_promotion_allowed,native_temporal_interpolation_allowed
2026-09-14 17:15:21.746064+08:00,2026-09-14 18:00:21.746064+08:00,-45,PRE_EVENT,PRE_CORE_EVENT_DIAGNOSTIC,5.0,PRIMARY_GT10_40KM,6,6,4.042673428888889,5.0,6,0,0,0,6,15326.375656,89.74395942666666,0.0,COARSE_LOW_CLOUD_PRESENT_NATIVE_TIME_UNMATCHED,OBSERVER_ENVIRONMENT_TIMELINE_ONLY_NO_PHYSICS_PROMOTION,False,False,False
2026-09-14 17:20:21.746064+08:00,2026-09-14 18:00:21.746064+08:00,-40,PRE_EVENT,PRE_CORE_EVENT_DIAGNOSTIC,-5.0,EXTENDED_GT40_100KM,6,6,27.83553049111111,47.12191326666667,6,0,0,0,6,14729.950612266666,88.33937390666667,0.0,COARSE_LOW_CLOUD_PRESENT_NATIVE_TIME_UNMATCHED,OBSERVER_ENVIRONMENT_TIMELINE_ONLY_NO_PHYSICS_PROMOTION,False,False,False
2026-09-14 17:20:21.746064+08:00,2026-09-14 18:00:21.746064+08:00,-40,PRE_EVENT,PRE_CORE_EVENT_DIAGNOSTIC,-5.0,NEAR_OBSERVER_0_10KM,3,3,1.6666666666666667,2.0,3,0,0,0,3,15683.360685066667,85.67874781333333,0.0,COARSE_LOW_CLOUD_PRESENT_NATIVE_TIME_UNMATCHED,OBSERVER_ENVIRONMENT_TIMELINE_ONLY_NO_PHYSICS_PROMOTION,False,False,False
2026-09-14 17:20:21.746064+08:00,2026-09-14 18:00:21.746064+08:00,-40,PRE_EVENT,PRE_CORE_EVENT_DIAGNOSTIC,-5.0,PRIMARY_GT10_40KM,6,6,3.5211420066666665,5.05436516,6,0,0,0,6,15754.299825066666,90.66062609333333,0.0,COARSE_LOW_CLOUD_PRESENT_NATIVE_TIME_UNMATCHED,OBSERVER_ENVIRONMENT_TIMELINE_ONLY_NO_PHYSICS_PROMOTION,False,False,False
2026-09-14 17:20:21.746064+08:00,2026-09-14 18:00:21.746064+08:00,-40,PRE_EVENT,PRE_CORE_EVENT_DIAGNOSTIC,0.0,EXTENDED_GT40_100KM,6,6,32.77896817333333,47.12191326666667,6,0,0,0,6,14610.2142712,88.0,0.0,COARSE_LOW_CLOUD_PRESENT_NATIVE_TIME_UNMATCHED,OBSERVER_ENVIRONMENT_TIMELINE_ONLY_NO_PHYSICS_PROMOTION,False,False,False
2026-09-14 17:20:21.746064+08:00,2026-09-14 18:00:21.746064+08:00,-40,PRE_EVENT,PRE_CORE_EVENT_DIAGNOSTIC,0.0,NEAR_OBSERVER_0_10KM,3,3,1.6666666666666667,2.0,3,0,0,0,3,15683.360685066667,85.67874781333333,0.0,COARSE_LOW_CLOUD_PRESENT_NATIVE_TIME_UNMATCHED,OBSERVER_ENVIRONMENT_TIMELINE_ONLY_NO_PHYSICS_PROMOTION,False,False,False
2026-09-14 17:20:21.746064+08:00,2026-09-14 18:00:21.746064+08:00,-40,PRE_EVENT,PRE_CORE_EVENT_DIAGNOSTIC,0.0,PRIMARY_GT10_40KM,6,6,4.056562317777778,5.0,6,0,0,0,6,15276.375656,89.66062609333333,0.0,COARSE_LOW_CLOUD_PRESENT_NATIVE_TIME_UNMATCHED,OBSERVER_ENVIRONMENT_TIMELINE_ONLY_NO_PHYSICS_PROMOTION,False,False,False
2026-09-14 17:20:21.746064+08:00,2026-09-14 18:00:21.746064+08:00,-40,PRE_EVENT,PRE_CORE_EVENT_DIAGNOSTIC,5.0,EXTENDED_GT40_100KM,6,6,31.54612742888889,38.28500874666667,6,0,0,0,6,14093.4761808,87.66062609333333,0.0,COARSE_LOW_CLOUD_PRESENT_NATIVE_TIME_UNMATCHED,OBSERVER_ENVIRONMENT_TIMELINE_ONLY_NO_PHYSICS_PROMOTION,False,False,False
2026-09-14 17:20:21.746064+08:00,2026-09-14 18:00:21.746064+08:00,-40,PRE_EVENT,PRE_CORE_EVENT_DIAGNOSTIC,5.0,NEAR_OBSERVER_0_10KM,3,3,2.0,2.0,3,0,0,0,3,15683.360685066667,85.67874781333333,0.0,COARSE_LOW_CLOUD_PRESENT_NATIVE_TIME_UNMATCHED,OBSERVER_ENVIRONMENT_TIMELINE_ONLY_NO_PHYSICS_PROMOTION,False,False,False
2026-09-14 17:20:21.746064+08:00,2026-09-14 18:00:21.746064+08:00,-40,PRE_EVENT,PRE_CORE_EVENT_DIAGNOSTIC,5.0,PRIMARY_GT10_40KM,6,6,4.056562317777778,5.0,6,0,0,0,6,15276.375656,89.66062609333333,0.0,COARSE_LOW_CLOUD_PRESENT_NATIVE_TIME_UNMATCHED,OBSERVER_ENVIRONMENT_TIMELINE_ONLY_NO_PHYSICS_PROMOTION,False,False,False
2026-09-14 17:25:21.746064+08:00,2026-09-14 18:00:21.746064+08:00,-35,PRE_EVENT,PRE_CORE_EVENT_DIAGNOSTIC,-5.0,EXTENDED_GT40_100KM,6,6,27.09941938,44.2052466,6,0,0,0,6,14683.2839456,88.42270724,0.0,COARSE_LOW_CLOUD_PRESENT_NATIVE_TIME_UNMATCHED,OBSERVER_ENVIRONMENT_TIMELINE_ONLY_NO_PHYSICS_PROMOTION,False,False,False
2026-09-14 17:25:21.746064+08:00,2026-09-14 18:00:21.746064+08:00,-35,PRE_EVENT,PRE_CORE_EVENT_DIAGNOSTIC,-5.0,NEAR_OBSERVER_0_10KM,3,3,1.6666666666666667,2.0,3,0,0,0,3,15821.6940184,85.84541448,0.0,COARSE_LOW_CLOUD_PRESENT_NATIVE_TIME_UNMATCHED,OBSERVER_ENVIRONMENT_TIMELINE_ONLY_NO_PHYSICS_PROMOTION,False,False,False
2026-09-14 17:25:21.746064+08:00,2026-09-14 18:00:21.746064+08:00,-35,PRE_EVENT,PRE_CORE_EVENT_DIAGNOSTIC,-5.0,PRIMARY_GT10_40KM,6,6,3.812808673333333,5.80436516,6,0,0,0,6,15767.6331584,90.57729276,0.0,COARSE_LOW_CLOUD_PRESENT_NATIVE_TIME_UNMATCHED,OBSERVER_ENVIRONMENT_TIMELINE_ONLY_NO_PHYSICS_PROMOTION,False,False,False
2026-09-14 17:25:21.746064+08:00,2026-09-14 18:00:21.746064+08:00,-35,PRE_EVENT,PRE_CORE_EVENT_DIAGNOSTIC,0.0,EXTENDED_GT40_100KM,6,6,32.02896817333333,44.2052466,6,0,0,0,6,14475.2142712,88.0,0.0,COARSE_LOW_CLOUD_PRESENT_NATIVE_TIME_UNMATCHED,OBSERVER_ENVIRONMENT_TIMELINE_ONLY_NO_PHYSICS_PROMOTION,False,False,False
